index,authors,title,publish_date,description,main_story,url
1718,['The Associated Press'],TSX and NYSE closed for Good Friday but Asian stock markets rise,2020-04-10,Asian shares were steady in quiet Good Friday trading after Wall Street closed out its best week in ...,Asian shares were steady in quiet Good Friday trading after Wall Street closed out its best week in ...,https://www.cbc.ca/news/business/markets-dollar-oil-friday-1.5529047
1719,['Thomson Reuters'],Musicians worldwide take part in One World: Together at Home concert amid COVID-19 pandemic,2020-04-18,"Lady Gaga, Paul McCartney, The Rolling Stones and Beyonce took part in a global special of music, co...","Lady Gaga, Paul McCartney, The Rolling Stones and Beyonce took part in a global special of music, co...",https://www.cbc.ca/news/entertainment/one-world-home-coronavirus-concert-1.5537491
1720,['The Canadian Press'],"Return to normal hinges on immunity, say those pushing for new COVID-19 blood tests",2020-04-17,The push to start measuring COVID-19 immunity through so-called serology tests is gaining steam. Sev...,"The push to start measuring COVID-19 immunity is gaining steam, with several provinces hinting at pl...",https://www.cbc.ca/news/health/immunity-tests-coronavirus-1.5535855
1721,['Cbc News'],"4 new COVID-19 deaths at Almonte care home, Ottawa cases top 800",2020-04-19,"The city's total number of lab-confirmed COVID-19 cases has risen to 803, according to Sunday's upda...","The city's total number of lab-confirmed COVID-19 cases has topped 800, according to Sunday's update...",https://www.cbc.ca/news/canada/ottawa/april-19-covid-19-numbers-1.5537813
1722,['Thomson Reuters'],1 million doses of potential COVID-19 vaccine by U.K. scientists to be made before proof it works,2020-04-17,A million doses of a potential COVID-19 vaccine being developed by British scientists are already be...,A million doses of a potential COVID-19 vaccine being developed by British scientists are already be...,https://www.cbc.ca/news/health/uk-coronavirus-vaccine-1.5535644
1723,['Cbc News'],Covid-19 testing being expanded in northeastern Ontario,2020-04-14,Public health officials in northeastern Ontario say testing for Covid-19 is ramping up. They are exp...,Public health officials in northeastern Ontario say testing for Covid-19 is ramping up. They are exp...,https://www.cbc.ca/news/canada/sudbury/medical-officers-sudbury-covid19-1.5531470
1724,['The Associated Press'],North Korea fires barrage of missiles from ground and air,2020-04-14,A barrage of North Korean missiles fired from both the ground and fighter jets splashed down on the ...,A barrage of North Korean missiles fired from both the ground and fighter jets splashed down on the ...,https://www.cbc.ca/news/world/nkorea-missiles-fighter-1.5531306
1725,"['Cbc News New York', ""Steven D'Souza Is A Gemini-Nominated Journalist Based In New York City. He Ha...","In battle with governors over reopening, Trump backs down",2020-04-17,"Just days after saying he had total authority to reopen states, U.S. President Donald Trump sounded ...","In the battle to reopen their states, governors faced off against U.S. President Donald Trump with t...",https://www.cbc.ca/news/world/trump-states-coronavirus-1.5533314
1726,"['Nicholas Frew Is An Online Reporter Based In Winnipeg. Hailing Newfoundland', 'Frew Moved To Halif...","Wasn't a blueprint to do it,' but isolation centre has already welcomed nearly 30 homeless Winnipeg...",2020-04-23,The COVID-19 isolation centre for Winnipeg's homeless population has already housed more than two do...,The COVID-19 isolation centre for Winnipeg's homeless population has already housed more than two do...,https://www.cbc.ca/news/canada/manitoba/winnipeg-homeless-main-street-project-covid-19-1.5541349
1727,['The Canadian Press'],Officials in northern Sask. link COVID-19 cases with travel to Alberta,2020-04-19,Provincial and Indigenous health officials in northern Saskatchewan are investigating COVID-19 cases...,Provincial and Indigenous health officials in northern Saskatchewan are investigating COVID-19 cases...,https://www.cbc.ca/news/canada/saskatchewan/northern-sask-link-covid-19-cases-travel-alberta-1.55377...
1728,['The Associated Press'],TSX and NYSE closed for Good Friday but Asian stock markets rise,2020-04-10,Asian shares were steady in quiet Good Friday trading after Wall Street closed out its best week in ...,Asian shares were steady in quiet Good Friday trading after Wall Street closed out its best week in ...,https://www.cbc.ca/news/business/markets-dollar-oil-friday-1.5529047
1729,[],Couple separated by U.S.-Canada border during pandemic arrange date on Zero Avenue,2020-04-22,"Jan Collins of Abbotsford and Graham H. Robins of Lake Samish, Wash., have been dating for six years...","These days, romance for Jan Collins and Graham H. Robins is a bit like a Johnny Cash song: they walk...",https://www.cbc.ca/news/canada/british-columbia/coronavirus-covid-19-border-1.5540535
1730,"['Reporter Editor', 'Bobhristova Is A Reporter Editor With Cbc Hamilton. Email', 'Bobby.Hristova Cbc...",Mohawk College instructor tells students to ignore physical distancing amid COVID-19,2020-04-21,Mohawk College has launched an internal investigation after an instructor encouraged students to ign...,Mohawk College has launched an internal investigation after an instructor told students to ignore ph...,https://www.cbc.ca/news/canada/hamilton/mohawk-college-instructor-coronavirus-1.5539845
1731,[],Rural leaders urge Quebecers to be vigilant as travel restrictions are lifted,2020-04-30,The government's decision to gradually lift travel restrictions across Quebec will need to be closel...,Municipal officials in rural regions of Quebec say they're counting on visitors to be cautious — and...,https://www.cbc.ca/news/canada/montreal/quebec-lifts-travel-restrictions-gradually-may-1.5549726
1732,['Cbc News'],Class of 2020: Alberta teens trade grad ceremonies for COVID-19 uncertainty,2020-04-21,"For the class of 2020, there will be no final ring of the bell, no corsages, awkward photo ops or to...",Danielle Vandersteen had been looking forward to high school graduation all year. The 17-year-old Gr...,https://www.cbc.ca/news/canada/edmonton/high-school-graduation-alberta-covid-coronavirus-1.5539642
1733,['The Associated Press'],Muslims try to keep Ramadan spirit amid pandemic restrictions,2020-04-21,"As Ramadan begins with the new moon later this week, Muslims around the world are trying to maintain...","Every year during Ramadan, the Light of Muhammad Mosque sets up long tables on the street and dishes...",https://www.cbc.ca/news/world/ramadan-coronavirus-pandemic-covid-19-1.5540063
1734,"[""Jessica Deer Is Kanien Kehá Ka Kahnawake. She Works In Cbc'S Indigenous Unit Based In Montreal. Em...",Mohawk community of Akwesasne opens its own COVID-19 testing site,2020-04-21,People in Akwesasne will now be able to get tested for the novel coronavirus without leaving the com...,People in Akwesasne will now be able to get tested for the novel coronavirus without leaving the com...,https://www.cbc.ca/news/indigenous/akwesasne-mohawk-coronavirus-testing-1.5539846
1735,"['Reporter Editor', 'Bobhristova Is A Reporter Editor With Cbc Hamilton. Email', 'Bobby.Hristova Cbc...",Mohawk College instructor tells students to ignore physical distancing amid COVID-19,2020-04-21,Mohawk College has launched an internal investigation after an instructor encouraged students to ign...,Mohawk College has launched an internal investigation after an instructor told students to ignore ph...,https://www.cbc.ca/news/canada/hamilton/mohawk-college-instructor-coronavirus-1.5539845
1736,[],Couple separated by U.S.-Canada border during pandemic arrange date on Zero Avenue,2020-04-22,"Jan Collins of Abbotsford and Graham H. Robins of Lake Samish, Wash., have been dating for six years...","These days, romance for Jan Collins and Graham H. Robins is a bit like a Johnny Cash song: they walk...",https://www.cbc.ca/news/canada/british-columbia/coronavirus-covid-19-border-1.5540535
1737,['Cbc News'],Class of 2020: Alberta teens trade grad ceremonies for COVID-19 uncertainty,2020-04-21,"For the class of 2020, there will be no final ring of the bell, no corsages, awkward photo ops or to...",Danielle Vandersteen had been looking forward to high school graduation all year. The 17-year-old Gr...,https://www.cbc.ca/news/canada/edmonton/high-school-graduation-alberta-covid-coronavirus-1.5539642
1738,['The Associated Press'],Muslims try to keep Ramadan spirit amid pandemic restrictions,2020-04-21,"As Ramadan begins with the new moon later this week, Muslims around the world are trying to maintain...","Every year during Ramadan, the Light of Muhammad Mosque sets up long tables on the street and dishes...",https://www.cbc.ca/news/world/ramadan-coronavirus-pandemic-covid-19-1.5540063
